model,cv_mae,val_mae,test_mae
manhattan|k=8|softmax@0.05,1.2311469337938628,1.1216470934375933,2.425007351971197
cosine|k=8|inverse_sq,1.2349745357550497,1.10580738676493,2.485660074713545
scaled_euclidean|k=5|softmax@0.5,1.2402751113824693,1.0141781502774356,2.4470519386963123
cosine|k=5|inverse,1.2458628330678323,1.052803082515496,2.4652367818962433
manhattan|k=5|softmax@0.05,1.2487967666782065,1.1539216074349752,2.4565993471348437
scaled_manhattan|k=8|softmax@1.0,1.2625414358061735,1.0965285718342743,2.4495685695840295
manhattan|k=3|uniform,1.2699105767385486,1.093416301702016,2.3649870779584132
scaled_euclidean|k=3|uniform,1.2711485958858402,1.0743993081536762,2.453470885438454
manhattan|k=3|softmax@1.0,1.271294523036949,1.0944816838793459,2.3666726460781438
scaled_manhattan|k=3|uniform,1.272736590143287,0.9979351162148918,2.4000025161723046
manhattan|k=3|softmax@0.5,1.2727743374707976,1.0956151291167633,2.3683489888827722
scaled_euclidean|k=3|inverse,1.273392809815917,1.0742802684339856,2.461843039218126
scaled_manhattan|k=3|inverse,1.273458723567852,1.0132482924431268,2.408841309466049
scaled_euclidean|k=3|softmax@1.0,1.2738562423006181,1.0719408870303755,2.481208018625727
cosine|k=5|inverse_sq,1.276144179249346,1.0978918415399623,2.44901284727392
scaled_manhattan|k=3|inverse_sq,1.2761862654367075,1.0293169388502856,2.4215636953103146
scaled_euclidean|k=3|inverse_sq,1.276282604870214,1.0747936894335803,2.4736449048387548
manhattan|k=3|softmax@0.2,1.2778059017111423,1.099444350437332,2.373280622962749
manhattan|k=3|inverse,1.279408413045227,1.1080499006152271,2.372737649331487
mahalanobis|k=8|uniform,1.2797368110179848,1.0917943133514458,2.3719116570041443
scaled_manhattan|k=5|softmax@1.0,1.2808359103226048,1.077949579568422,2.4631669255044213
mahalanobis|k=8|inverse,1.2816038675659673,1.089767172342632,2.38224715179771
mahalanobis|k=8|inverse_sq,1.283381733874943,1.08740598746268,2.3951741674133116
mahalanobis|k=8|softmax@1.0,1.2862764646622533,1.0820488145915357,2.4145831208053132
manhattan|k=3|softmax@0.1,1.2880720795458558,1.1071795526224057,2.385017513222696
manhattan|k=3|inverse_sq,1.2907984956253096,1.1240043424919766,2.384263779988855
mahalanobis|k=8|softmax@0.5,1.2933052417856834,1.0593179603939604,2.4898151642179607
scaled_euclidean|k=3|softmax@0.5,1.2978367369614572,1.0755402497656958,2.5051396919005677
scaled_euclidean|k=8|softmax@0.2,1.3026024793432276,1.0612138523010286,2.49274415021797
scaled_euclidean|k=2|inverse,1.3090020158049853,1.0381314889573385,2.5367183883972824
scaled_euclidean|k=2|inverse_sq,1.309472874258931,1.045394486258534,2.53914759487975
scaled_manhattan|k=3|softmax@1.0,1.3112537052961155,1.0742796148072447,2.4893221366556086
scaled_euclidean|k=5|softmax@0.2,1.3119134869979654,1.0676947527429603,2.499241606974662
scaled_euclidean|k=2|softmax@1.0,1.3131180434208476,1.0481579734359783,2.540529994494261
manhattan|k=3|softmax@0.05,1.3132324708745682,1.124986254270359,2.406443584054252
scaled_euclidean|k=2|uniform,1.3136323550020739,1.0308500653969297,2.5342275753961183
mahalanobis|k=8|softmax@0.2,1.3161546707572962,1.023512266385127,2.6618477431307888
scaled_euclidean|k=2|softmax@0.5,1.3175068141925388,1.0654989556225265,2.5458982567832997
euclidean|k=3|softmax@0.2,1.3190975454906633,1.1513152238354742,2.429961494235181
euclidean|k=3|softmax@0.5,1.3191620489219582,1.150428475750347,2.4306314734467
euclidean|k=3|softmax@0.1,1.3191712239452003,1.1528281116893255,2.4288897679652925
euclidean|k=3|softmax@1.0,1.3192008042153887,1.1501355197944103,2.430859750498863
euclidean|k=3|uniform,1.319247905058443,1.1498436160067662,2.431090631087059
euclidean|k=3|softmax@0.05,1.320039167650532,1.1560315712397067,2.4268844263055875
scaled_euclidean|k=2|softmax@0.2,1.3203688934208708,1.1141262098545452,2.5535586049118586
euclidean|k=3|inverse,1.3221026361874477,1.159484224968819,2.4279876034939973
scaled_euclidean|k=2|softmax@0.1,1.3249567420313948,1.1660718440529914,2.5544670532760345
euclidean|k=3|inverse_sq,1.3274317813505927,1.1693990830182455,2.4271068434014915
scaled_euclidean|k=2|softmax@0.05,1.3280636628678062,1.2010111933759458,2.563544500433906
scaled_euclidean|k=8|softmax@0.1,1.32899047706639,1.1285235441463592,2.5274816551177848
mahalanobis|k=5|softmax@1.0,1.3297446495527991,1.0840691924064645,2.434520691329383
scaled_euclidean|k=5|softmax@0.1,1.3299500059377491,1.1287704009824366,2.528688952774789
mahalanobis|k=5|softmax@0.5,1.3301076371872047,1.0665498721964053,2.515059533651688
scaled_euclidean|k=3|softmax@0.2,1.330433990272278,1.1021446970941071,2.5359875152421827
mahalanobis|k=5|inverse_sq,1.3312422346827486,1.0951042438768321,2.4025234088665437
mahalanobis|k=5|inverse,1.3312978010193794,1.0998077126231696,2.3804512409568663
scaled_euclidean|k=8|softmax@0.05,1.331499305440394,1.1831100918767505,2.5514412765567362
scaled_euclidean|k=5|softmax@0.05,1.331533971220846,1.1831408503035516,2.5514839836967704
mahalanobis|k=2|softmax@1.0,1.331569929534276,1.1643374674995524,2.6635949761425963
mahalanobis|k=5|uniform,1.332181101667776,1.1042545426519683,2.3607183002784873
scaled_euclidean|k=3|softmax@0.05,1.3323264759715607,1.1902136233839582,2.5508554221914164
scaled_euclidean|k=3|softmax@0.1,1.3330996846872563,1.153209883377631,2.541519736549604
mahalanobis|k=2|inverse_sq,1.3334914976007053,1.1812434354277954,2.6506813123224764
mahalanobis|k=2|inverse,1.3335872632378585,1.1908119079534376,2.63622373848435
mahalanobis|k=5|softmax@0.2,1.3341282401584742,1.0289977473835654,2.6677118601035077
cosine|k=3|uniform,1.3383818311466547,1.1633700839348526,2.4688461910294377
cosine|k=3|softmax@1.0,1.3386470175330192,1.1632133598277323,2.4685345757522867
cosine|k=3|softmax@0.5,1.338912833132479,1.163056433131206,2.4682234548663273
mahalanobis|k=2|softmax@0.5,1.3395581924743354,1.1294652010321833,2.6967522316546497
cosine|k=3|softmax@0.2,1.3397147317555733,1.1625868072440713,2.467292465971933
mahalanobis|k=3|softmax@0.5,1.3404222879394603,1.0929436546112188,2.5930785077977605
cosine|k=3|softmax@0.1,1.341069947864356,1.1618214014720618,2.4657453578103437
mahalanobis|k=2|uniform,1.3432827410809092,1.2004017388702533,2.6212466513787924
cosine|k=3|softmax@0.05,1.3438757225411206,1.160436123778196,2.4626478510667416
mahalanobis|k=3|softmax@1.0,1.3453408208348916,1.101101579737531,2.53495680775083
mahalanobis|k=3|softmax@0.2,1.345412416550919,1.0402286123663542,2.697242961344237
scaled_manhattan|k=2|softmax@1.0,1.3472634566827766,1.0714567901757042,2.5604096673427215
scaled_manhattan|k=2|inverse_sq,1.3506431690788752,1.0599673181672016,2.551636869004917
scaled_manhattan|k=2|inverse,1.3522708085146915,1.048978640292953,2.549071908879859
mahalanobis|k=3|inverse_sq,1.3535771134322756,1.1043380363858164,2.5143783212065283
scaled_euclidean|k=1|uniform,1.3563196418715346,1.3728327333639534,2.5819622467123287
mahalanobis|k=3|inverse,1.3589583733268344,1.1027490544740777,2.4948752345946037
scaled_manhattan|k=2|uniform,1.359242268574161,1.0367904733370579,2.546366304120649
cosine|k=3|inverse,1.3614047867493608,1.1764632029940414,2.4507104596494473
mahalanobis|k=2|softmax@0.2,1.3624630966954967,1.0433980076259757,2.745371252087525
scaled_manhattan|k=8|softmax@0.5,1.3648467872569252,1.105015429170998,2.507000009027626
scaled_manhattan|k=5|softmax@0.5,1.3685199336965244,1.102285788778327,2.5105085254500352
mahalanobis|k=8|softmax@0.1,1.3707139623920765,0.9583367247235512,2.7468495755604785
mahalanobis|k=3|uniform,1.3746714996168576,1.1003791441077133,2.476595162535802
scaled_manhattan|k=3|softmax@0.5,1.3747773630057363,1.0951375060997377,2.5253744103606137
mahalanobis|k=5|softmax@0.1,1.3755302746397138,0.9584204042264843,2.7465215442514817
manhattan|k=2|inverse,1.377892037462991,1.0937876589010507,2.4732519184981347
manhattan|k=2|softmax@0.2,1.3780992549859838,1.088096411419783,2.47368868722048
euclidean|k=2|softmax@0.2,1.3782089361843006,1.118579681290013,2.368514940724001
mahalanobis|k=3|softmax@0.1,1.3784570075279792,0.9591134444466439,2.7538248289594724
manhattan|k=2|softmax@0.5,1.3785437524356619,1.0780028183379302,2.4715504463615665
euclidean|k=2|inverse,1.3785929541474842,1.1267953224744844,2.37134846978531
euclidean|k=2|softmax@0.5,1.3793563343005122,1.1175335813874758,2.367713800114056
euclidean|k=2|softmax@0.1,1.3793873591288042,1.1203255517334978,2.369848256288128
euclidean|k=2|softmax@1.0,1.3797393007667083,1.1171849939079588,2.367446662782046
cosine|k=3|inverse_sq,1.379760521126963,1.1897482861550805,2.437837665246414
manhattan|k=2|softmax@1.0,1.3798101508499447,1.0746036371391958,2.4708318717085276
manhattan|k=2|inverse_sq,1.3798631644646921,1.1144631637736697,2.4762321175906856
scaled_manhattan|k=2|softmax@0.5,1.3800511549876442,1.0871870422872676,2.5570582297421867
euclidean|k=2|uniform,1.3801223612081646,1.1168364275642844,2.367179508480495
manhattan|k=2|softmax@0.1,1.38042241625637,1.104212592488895,2.4771317926545864
mahalanobis|k=2|softmax@0.1,1.380777734509943,0.95884545843494,2.771350681629715
manhattan|k=2|uniform,1.3810794500284604,1.0711978895888818,2.4701121970062174
mahalanobis|k=2|softmax@0.05,1.3826896003404308,0.9499422715501622,2.7867017512722754
euclidean|k=2|softmax@0.05,1.383742988349639,1.1238349880198257,2.372500182597949
mahalanobis|k=1|uniform,1.3852881155254886,0.992769943419579,2.791163192671353
euclidean|k=2|inverse_sq,1.3878782163963852,1.1365635342811462,2.375458458022029
mahalanobis|k=3|softmax@0.05,1.392738762951878,0.9451097919548053,2.777370255419793
manhattan|k=2|softmax@0.05,1.3934292417705105,1.1317900245361574,2.483177551631582
mahalanobis|k=5|softmax@0.05,1.3944891732756108,0.9451473463848206,2.774617574202653
mahalanobis|k=8|softmax@0.05,1.3945150035342984,0.9451456037174145,2.7746476930602535
scaled_manhattan|k=2|softmax@0.2,1.426200666425878,1.118780183885851,2.5506867250121386
cosine|k=2|inverse_sq,1.43132837806694,1.189768420755522,2.417675999413768
cosine|k=2|inverse,1.4326009829624262,1.1792172659355138,2.417580768384408
scaled_manhattan|k=3|softmax@0.2,1.433277254218674,1.1238331648785669,2.544618175633418
scaled_manhattan|k=2|softmax@0.1,1.4345305421989618,1.1613810015780592,2.5606001347166494
scaled_manhattan|k=8|softmax@0.2,1.434942410847681,1.1246897518895387,2.5438998658680996
scaled_manhattan|k=5|softmax@0.2,1.4349501195000265,1.1246878286379116,2.5439740693088977
scaled_manhattan|k=2|softmax@0.05,1.4360216993499186,1.189210911954856,2.5757355429015183
scaled_manhattan|k=5|softmax@0.05,1.437961673516685,1.1926700303291933,2.575454356976136
scaled_manhattan|k=8|softmax@0.05,1.437961673827661,1.1926700303290485,2.575454357015135
scaled_manhattan|k=3|softmax@0.05,1.4379921971167349,1.1926700302903475,2.5754443728383567
scaled_manhattan|k=5|softmax@0.1,1.439098598928909,1.165864585709898,2.558874379135
scaled_manhattan|k=8|softmax@0.1,1.4390990928018,1.1658645168707549,2.5588746881122604
scaled_manhattan|k=3|softmax@0.1,1.4399491163880274,1.165860482294976,2.558695741145602
cosine|k=2|softmax@0.05,1.4422713965762048,1.1658673288986605,2.420278394772896
cosine|k=2|softmax@0.1,1.4443247854434942,1.1664763981476747,2.420496920949267
cosine|k=2|softmax@0.2,1.4453477523155032,1.1667837132141907,2.420606270388017
cosine|k=2|softmax@0.5,1.4459609324034106,1.1669685362081414,2.420671893482093
cosine|k=2|softmax@1.0,1.4461652782962136,1.167030177943347,2.4206937689003674
cosine|k=2|uniform,1.4463696152689487,1.1670918260684426,2.4207156445161973
cosine|k=1|uniform,1.4739384949801473,1.2974309634385581,2.4278143645199677
euclidean|k=1|uniform,1.4824071235493947,1.2149857108682143,2.494710656655773
scaled_manhattan|k=1|uniform,1.5137242452787836,1.2558006913488804,2.595312874615225
manhattan|k=1|uniform,1.5949206905764504,1.319887007202542,2.5773884758561385
