metro,year,kl,recon_img_err,recon_econ_err,anomaly_score,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15
detroit,2015,0.6528287529945374,1.045323371887207,0.24111244082450867,1.9392645359039307,-0.014400523,0.34346798,0.1277661,-0.15942365,0.051191986,0.114027955,-0.07088867,-0.3073345,-0.13643251,0.24272928,-0.06805733,-0.11812751,-0.2659565,0.35185185,0.24632834,0.30553225
detroit,2016,0.3797071874141693,0.3666282594203949,0.6697180271148682,1.4160535335540771,0.1007476,-0.1163203,-0.03222394,0.041710842,-0.11313548,0.024717849,0.016425885,0.26661634,0.09707335,-0.033462618,0.13273723,-0.03106577,0.0862416,-0.3010611,-0.13862127,-0.19365437
detroit,2017,0.6399062871932983,1.1438531875610352,0.30144238471984863,2.0852017402648926,-0.38281637,-0.17869183,-0.022074804,0.026796341,-0.30670574,0.15435262,0.16842389,-0.4101727,0.19171967,0.3290206,-0.13592868,-0.113494605,-0.12966679,0.027529024,-0.09274648,-0.1707438
detroit,2018,0.6965002417564392,0.9070090055465698,0.2508726418018341,1.854381799697876,-0.5134959,-0.32277068,-0.21973133,0.18687713,-0.21394435,0.007829994,0.19465235,-0.40668893,0.16328122,0.09244448,-0.21854739,0.047945954,0.064016424,0.18670678,0.007184677,-0.17171577
detroit,2019,0.4404789209365845,1.005547046661377,0.3948805332183838,1.8409065008163452,-0.3595329,-0.21982802,-0.17133005,0.13685898,-0.19197568,0.015287947,0.14742748,-0.27500582,0.092934564,0.11199212,-0.12718569,0.004483954,0.03321335,0.11877384,0.00627169,-0.11680269
detroit,2021,5.401791572570801,2.6720433235168457,3.296574592590332,11.37040901184082,-0.0020840256,0.9520142,0.30444404,-0.26873246,0.84277314,-0.11510014,-0.3327135,-0.9415522,-0.8321266,0.16316469,-0.33085185,0.13061287,-0.46621683,1.6389366,0.88383424,1.1848516
detroit,2022,0.7873175144195557,0.6645010709762573,0.2299904227256775,1.6818089485168457,-0.36643776,-0.42714226,-0.18320249,0.15193361,-0.36691368,-0.004426174,0.2533766,-0.19990867,0.27873954,0.15646912,-0.11431211,0.00048972736,0.10899028,-0.09503384,-0.22054498,-0.39232245
detroit,2023,0.9743139743804932,0.8899595737457275,0.2693389654159546,2.133612632751465,-0.5001601,-0.30120483,-0.107018426,0.062736236,-0.38542894,0.11743494,0.27371585,-0.48389733,0.28753498,0.33206454,-0.21411102,-0.06898494,-0.044165485,0.0969216,-0.16645159,-0.3054459
houston,2013,2.418422222137451,0.6366816759109497,0.6135438084602356,3.6686477661132812,-0.29809684,-0.049560122,-0.48562297,0.4411811,0.6237281,-0.39955515,0.0043890225,-0.37179452,-0.50834453,-0.37432817,-0.35901982,0.4715428,0.1945727,1.0092516,0.55057454,0.46613485
houston,2014,2.2184953689575195,0.513809084892273,0.32355058193206787,3.0558550357818604,-0.5337775,-0.816036,-0.69822997,0.6980671,0.19249395,-0.5198793,0.22635706,0.07838546,-0.079468116,-0.56873673,-0.2883038,0.50078475,0.67317283,0.17227203,0.12863573,-0.3225517
houston,2015,3.7420547008514404,0.49904003739356995,0.5269372463226318,4.768032073974609,-0.7365734,-1.1292049,-0.8942772,0.8902223,0.20084062,-0.6966727,0.37151515,0.01305259,-0.042322654,-0.68049645,-0.4497648,0.65313685,0.8779341,0.22822306,0.10714958,-0.46393973
houston,2016,3.4784374237060547,0.5530611276626587,1.2335000038146973,5.264998435974121,-0.59041303,-0.48347664,-0.7590902,0.754132,0.6891831,-0.62382835,0.087952405,-0.22267157,-0.45736513,-0.7367535,-0.47434175,0.71732426,0.554724,0.88897824,0.51933813,0.21410447
houston,2017,1.931250810623169,0.636085033416748,0.3257327079772949,2.893068552017212,-0.5670117,-0.57309294,-0.65392095,0.60311073,0.29403406,-0.41795954,0.19272007,-0.20085457,-0.23695019,-0.34681746,-0.35313636,0.452461,0.43660203,0.506138,0.24674067,-0.031198483
houston,2018,2.8568062782287598,0.5252957940101624,0.31354376673698425,3.695645809173584,-0.77072746,-1.0061995,-0.78425986,0.7458115,0.031225532,-0.5317719,0.38157347,-0.12593994,0.035324574,-0.41806212,-0.4212463,0.49893948,0.7097116,0.20840228,0.041306622,-0.46063522
houston,2019,2.110523223876953,0.5919650197029114,0.886986255645752,3.5894744396209717,-0.6959893,-0.7109725,-0.6731986,0.6213737,0.17182836,-0.4260391,0.24977764,-0.21188244,-0.12458578,-0.30707964,-0.3874467,0.4495077,0.52666324,0.3794791,0.09809048,-0.21305461
houston,2021,3.6876749992370605,0.3651392459869385,1.5736010074615479,5.626415252685547,-0.6436124,-0.9452532,-0.887103,0.8805906,0.4296491,-0.7166797,0.28698474,-0.06944219,-0.30781955,-0.7101024,-0.49881905,0.6572024,0.7861458,0.472171,0.34621847,-0.17785417
houston,2022,2.728520631790161,0.48310866951942444,1.1089352369308472,4.320564270019531,-0.6336157,-1.0112092,-0.7285811,0.7260376,0.051578134,-0.54844105,0.35082817,0.03763763,0.008342555,-0.4783647,-0.35110885,0.46486968,0.720528,0.060966797,0.0016287342,-0.499604
houston,2023,4.453824996948242,0.41231995820999146,1.1886451244354248,6.054790019989014,-0.7574373,-1.3017557,-0.9346873,0.9244438,0.15605083,-0.75863636,0.44318977,0.06330328,0.00249831,-0.7005361,-0.4655813,0.6551762,0.964686,0.0944091,-0.00017270446,-0.62161905
indianapolis,2013,2.9841954708099365,0.9294002652168274,0.49806880950927734,4.4116644859313965,0.30362087,0.96686816,0.32490242,-0.34517443,0.6481134,-0.033596195,-0.36404586,-0.4133768,-0.60770273,0.02756032,-0.074799374,0.06671469,-0.3067016,1.0089444,0.6610749,0.90427095
indianapolis,2014,0.5307236313819885,0.3985961079597473,0.565156102180481,1.4944758415222168,0.37089545,0.14738913,0.073910706,-0.07614305,0.048923045,0.0093886,-0.16276868,0.4435969,-0.038526814,-0.12844679,0.24353594,-0.025936347,0.05945663,-0.3043147,-0.046030045,-0.027562412
indianapolis,2015,0.534765362739563,1.7634437084197998,1.7989659309387207,4.097175121307373,-0.2303817,0.10729733,0.16267955,-0.14541939,-0.14270005,0.10467625,-0.0053414656,-0.27867946,0.026718581,0.37293643,-0.056693554,-0.1051103,-0.2108568,0.12924272,0.022696458,0.0042876825
indianapolis,2016,0.7682623267173767,0.600016713142395,0.2094118893146515,1.577690839767456,0.2258754,-0.19271837,-0.004058428,0.0034695342,-0.13182077,0.0020522848,0.015792727,0.48677254,0.17303881,-0.073047906,0.19185323,-0.020473134,0.15059724,-0.5552447,-0.3166787,-0.35426694
indianapolis,2017,0.32480350136756897,0.9335015416145325,0.4478820860385895,1.706187129020691,0.0064649745,-0.026299339,0.0630885,-0.0659387,-0.16101821,0.099877924,0.015662547,0.1005345,0.12194651,0.14804687,0.07762213,-0.084666416,-0.04411334,-0.24816951,-0.13223946,-0.15309533
indianapolis,2018,0.75351881980896,0.3901156485080719,0.31552010774612427,1.4591546058654785,0.038371123,-0.346528,-0.10522957,0.09442633,-0.22806656,-0.03326331,0.109965935,0.32120526,0.2486974,-0.026386745,0.119860575,0.0061040646,0.17946817,-0.48218134,-0.3422054,-0.42154947
indianapolis,2019,0.9443819522857666,0.546586275100708,0.4716123640537262,1.9625805616378784,0.19290374,-0.29919827,-0.044117026,0.07268854,-0.20189464,0.01247653,0.044410653,0.5220937,0.21896626,-0.04375065,0.22514316,-0.03673755,0.17672685,-0.63539535,-0.39100933,-0.41863886
indianapolis,2021,0.333005428314209,1.5881290435791016,0.9336972236633301,2.8548316955566406,-0.15789133,-0.10865106,0.0061012506,-0.012676753,-0.20799658,0.028981745,0.04960604,-0.07631581,0.10064201,0.1726887,-0.0037835091,-0.070020996,0.0077188816,-0.12718964,-0.07668221,-0.18062186
indianapolis,2022,1.176234483718872,0.5984774231910706,0.41653043031692505,2.191242218017578,-0.15192005,-0.5737356,-0.2029556,0.19029194,-0.26720643,-0.15221447,0.224068,0.26752675,0.32451773,-0.09408598,-0.035002187,0.12055529,0.3021459,-0.48218176,-0.40087348,-0.61385965
indianapolis,2023,0.7410614490509033,0.5387067794799805,0.5517902970314026,1.8315584659576416,-0.07919341,-0.37166914,-0.09630853,0.09953637,-0.26205888,-0.02626539,0.15158269,0.23725775,0.27408803,0.012187075,0.04479444,0.025021248,0.15804014,-0.442942,-0.3218509,-0.4675093
jacksonville,2013,2.568336009979248,0.762945294380188,0.704913318157196,4.036194801330566,0.7130872,1.0119637,0.39693707,-0.33518073,0.7185746,0.0494617,-0.44939178,0.25206533,-0.4647971,-0.19261713,0.25749224,0.06716532,-0.16091456,0.39419144,0.4483255,0.77765054
jacksonville,2014,1.0287761688232422,0.3618834316730499,0.566672146320343,1.9573317766189575,0.5310279,0.46032628,0.14011648,-0.0985397,0.38049236,0.0137649365,-0.2918422,0.45653677,-0.21948116,-0.24528925,0.30080655,0.03831586,0.02427425,-0.049036585,0.17087254,0.34296805
jacksonville,2015,0.6830114126205444,0.4769483804702759,0.4651753306388855,1.6251351833343506,0.42646712,0.13790682,0.053271838,-0.053477384,0.08603819,0.032163844,-0.15280023,0.52006054,-0.029245548,-0.15496795,0.32101613,-0.036498867,0.082526326,-0.34796453,-0.06985101,0.035935245
jacksonville,2016,1.0539575815200806,0.4768696427345276,0.35420921444892883,1.8850364685058594,0.37584573,-0.20327282,-0.05088626,0.051779732,-0.09347446,-0.06677026,-0.09104655,0.64537144,0.105325595,-0.180238,0.33655456,-0.008683966,0.25922814,-0.59253204,-0.38234675,-0.2993843
jacksonville,2017,1.747498869895935,1.1880043745040894,0.2384229302406311,3.17392635345459,0.39688843,-0.2849908,0.105578505,-0.0732696,-0.30731922,0.029350653,-0.002163197,0.70141065,0.31118962,0.023111645,0.36237198,-0.12642252,0.18256408,-0.9180423,-0.66037476,-0.5416177
jacksonville,2018,1.7544583082199097,0.651918888092041,0.1670973300933838,2.573474407196045,0.4213956,-0.25645038,0.10019391,-0.060783662,-0.2655002,0.058797415,-0.030712903,0.7533733,0.2732807,0.0036573187,0.3885376,-0.13712466,0.1848454,-0.9352733,-0.6381884,-0.4968443
jacksonville,2019,1.4656109809875488,0.6130564212799072,0.26668623089790344,2.345353603363037,0.24019738,-0.463638,-0.15891242,0.13096762,-0.14205286,-0.17891428,-0.005424256,0.69226676,0.16197753,-0.22092563,0.28992018,0.09281289,0.41434482,-0.65291464,-0.53472203,-0.49953932
jacksonville,2021,1.7340110540390015,0.37296062707901,1.3588207960128784,3.465792655944824,0.42516488,-0.27648035,0.079590194,-0.06539347,-0.26373774,-0.009500377,-0.038412243,0.7479523,0.25961393,-0.042436074,0.3825246,-0.09277351,0.22228542,-0.89898425,-0.6491274,-0.5004481
jacksonville,2022,2.6700387001037598,0.302936315536499,0.8238033056259155,3.7967782020568848,0.4093882,-0.5240759,0.035654373,-0.03610354,-0.3779369,-0.116774954,0.030052755,0.8452301,0.3715647,-0.045804717,0.3742357,-0.059048533,0.34239936,-1.0678718,-0.8889539,-0.7641708
jacksonville,2023,1.171326994895935,0.2370794117450714,0.2541733384132385,1.6625797748565674,0.27966276,-0.28402194,-0.004640095,0.02073067,-0.2227849,0.006235983,0.014093491,0.6119702,0.23463075,-0.04517611,0.28597477,-0.062271364,0.19690627,-0.73019713,-0.47420877,-0.45145163
kansas_city,2013,1.5669745206832886,0.3921508193016052,0.21354135870933533,2.172666549682617,0.54275227,0.7854554,0.24876705,-0.24525928,0.5319548,0.030686624,-0.35476363,0.17486134,-0.3883602,-0.16276419,0.18100403,0.06986779,-0.13461068,0.35213733,0.42430484,0.597253
kansas_city,2014,4.714936256408691,4.739753723144531,0.22693035006523132,9.681619644165039,-0.5224837,0.58753926,0.68549937,-0.64547014,-0.12877837,0.44685867,0.10809095,-1.2568649,-0.098049596,1.1632856,-0.40647757,-0.45737305,-0.9635186,0.98358417,0.25793982,0.6006466
kansas_city,2015,0.2224525809288025,0.4567370116710663,0.20988331735134125,0.8890728950500488,-0.016521024,-0.022325478,0.018496655,-0.0073657334,-0.11342106,0.08816475,0.008957838,0.030738518,0.048093617,0.07445414,0.05330968,-0.069586605,-0.015084126,-0.15654919,0.020453043,-0.08061767
kansas_city,2016,0.31892967224121094,0.65653395652771,0.35190361738204956,1.3273673057556152,0.07960191,0.13316135,0.119949274,-0.13674667,-0.11988429,0.13151646,-0.07057126,0.058477886,0.040466648,0.18227385,0.11800595,-0.117629044,-0.11952555,-0.16416107,-0.038144276,-0.0054840446
kansas_city,2017,0.9783445596694946,0.5369296669960022,0.32197070121765137,1.837244987487793,0.4041968,-0.09221751,0.027803548,-0.0012939945,-0.1125401,0.07573853,-0.07258429,0.64898247,0.13228908,-0.074603915,0.33187813,-0.0927459,0.12131123,-0.6628849,-0.33036625,-0.2611718
kansas_city,2018,0.5628243684768677,0.43357956409454346,0.48520952463150024,1.4816133975982666,0.0589411,-0.16687071,0.031479932,0.00023327023,-0.2287727,0.10800442,0.042346615,0.25811878,0.18855608,0.12142666,0.1592028,-0.106342524,0.03275119,-0.4768611,-0.26465505,-0.2893595
kansas_city,2019,0.4828876852989197,0.8606183528900146,0.389664888381958,1.733170986175537,0.05592261,-0.24736612,-0.14954941,0.15257919,-0.07814785,-0.04328148,0.023374531,0.3484626,0.09626433,-0.14697213,0.14201945,0.061091818,0.2164457,-0.34426638,-0.16086732,-0.25009245
kansas_city,2021,0.3742687404155731,0.9767444133758545,0.8909029960632324,2.2419161796569824,0.26334822,0.20907357,0.07702138,-0.06658261,0.054050684,0.058453947,-0.114098996,0.28036436,-0.02509436,-0.0411761,0.1805404,-0.022096563,-0.026631419,-0.17005625,0.032775834,0.048884787
kansas_city,2022,0.7042161226272583,1.2977402210235596,0.4636647701263428,2.465620994567871,-0.25066346,-0.19342057,0.05601924,-0.03962659,-0.3876932,0.13863239,0.15638344,-0.21026665,0.2889297,0.31896755,-0.06164649,-0.14810044,-0.07911105,-0.1990991,-0.26044542,-0.34343386
kansas_city,2023,0.3667571544647217,0.9463217258453369,0.7377645969390869,2.0508434772491455,0.044089425,-0.038314626,0.05758465,-0.0680675,-0.15647721,0.07104069,-0.023450434,0.15237911,0.11072716,0.12715046,0.10557233,-0.06879798,-0.013333478,-0.30013305,-0.15339917,-0.17498748
las_vegas,2013,8.982824325561523,0.4955430030822754,1.3167767524719238,10.795144081115723,1.1394567,1.7637488,0.51298946,-0.4629412,1.5606363,-0.18055531,-0.7869457,-0.054598562,-1.1335665,-0.48819047,0.07427885,0.25645033,-0.20415449,1.364752,1.0775629,1.6345553
las_vegas,2014,2.9229226112365723,0.5144506096839905,1.5367435216903687,4.974116802215576,0.7788843,1.0405257,0.35613158,-0.3250209,0.7552649,-0.015597105,-0.4695632,0.11015968,-0.60722154,-0.20538643,0.16641696,-0.0063489485,-0.12181682,0.5332852,0.54925704,0.8589264
las_vegas,2015,1.036600947380066,0.535266101360321,1.0873525142669678,2.659219741821289,0.51813674,0.49906334,0.12131188,-0.10189711,0.40560484,-0.034962036,-0.30421582,0.2758558,-0.32025373,-0.23491804,0.21185899,0.020175278,0.02238923,0.13798621,0.2907179,0.40523338
las_vegas,2016,0.6155422329902649,0.3741070032119751,0.3398153483867645,1.3294646739959717,0.3797125,0.08534391,0.048385687,-0.026628777,0.08361539,0.028214194,-0.14340876,0.48311868,-0.038286056,-0.13443106,0.2975577,-0.028277528,0.09687943,-0.34553984,-0.10249928,0.007940643
las_vegas,2017,0.5689667463302612,0.28732526302337646,0.253338485956192,1.1096304655075073,0.32736805,-0.055726722,-0.03201271,0.040519625,-0.043035895,0.020545885,-0.087505326,0.46115842,0.03406597,-0.12704875,0.27048054,-0.059717946,0.1386185,-0.41795674,-0.14051557,-0.120835125
las_vegas,2018,1.257878303527832,0.44591039419174194,0.43271398544311523,2.136502742767334,0.4024383,-0.19468527,0.06524197,-0.038643256,-0.24828427,0.06858583,-0.030760966,0.60177237,0.22920795,-0.0010332912,0.33850855,-0.16343789,0.1343036,-0.7627535,-0.4873817,-0.39123285
las_vegas,2019,0.6380620002746582,0.41676509380340576,0.35955896973609924,1.4143860340118408,0.013467975,-0.3610557,-0.21314734,0.18615645,-0.13407925,-0.12794498,0.07419609,0.3201543,0.12594387,-0.21056303,0.0944631,0.0968575,0.30000857,-0.32153216,-0.19307084,-0.35004577
las_vegas,2021,6.139732837677002,0.43974149227142334,3.7700319290161133,10.349506378173828,0.87671053,1.4052625,0.3567211,-0.28523946,1.350866,-0.21356764,-0.6623926,0.09569551,-0.933889,-0.55789316,0.08612268,0.3853308,-0.10986314,1.1154106,0.94389236,1.2832136
las_vegas,2022,2.784325122833252,0.28147411346435547,4.222871780395508,7.288671016693115,0.7208974,-0.14547741,0.21454123,-0.18529728,-0.29842347,0.049390897,-0.0727922,0.9680871,0.3003734,-0.049071528,0.4834934,-0.24815722,0.18047394,-1.1758355,-0.75571704,-0.5678013
las_vegas,2023,0.7823261022567749,0.35249513387680054,0.4738534986972809,1.6086747646331787,0.32219988,-0.14877963,-0.026092745,0.02615647,-0.124645665,0.0031792521,-0.059771262,0.5293308,0.12097113,-0.11128044,0.27276665,-0.054047573,0.160528,-0.55029285,-0.2898181,-0.2744897
miami,2013,3.338916063308716,0.7792081832885742,0.6021416187286377,4.720265865325928,0.19237916,0.7607677,0.014976315,-0.03157676,0.83218634,-0.16988724,-0.291982,-0.45306218,-0.69563514,-0.13687976,-0.18193103,0.23018946,-0.20564279,1.2333187,0.71263474,0.98562914
miami,2014,8.322830200195312,4.759110450744629,0.8128225803375244,13.894762992858887,-0.79982865,0.67895097,0.64993197,-0.643499,-0.08670895,0.49144995,0.14755832,-1.8717823,-0.15508579,1.4611486,-0.6435027,-0.5666389,-1.1802527,1.643007,0.333707,0.8738048
miami,2015,0.6022458076477051,0.6837180256843567,0.5988327264785767,1.8847966194152832,-0.4036834,-0.25445077,-0.24810618,0.18918803,-0.12884055,-0.048853233,0.14856565,-0.36514696,0.036307942,0.08996262,-0.16461204,0.056190822,0.03360808,0.2799764,0.057453435,-0.03010011
miami,2016,1.2032592296600342,0.8933323621749878,0.3651271164417267,2.4617185592651367,-0.625095,-0.16151302,-0.14330637,0.07350111,-0.23832169,0.12803638,0.25139084,-0.7439824,0.13952024,0.3789874,-0.32080787,-0.0569165,-0.17211376,0.46743488,0.033108357,0.011234589
miami,2017,1.1587464809417725,0.7896353006362915,0.5522332787513733,2.500615119934082,-0.64379025,-0.3704908,-0.22076717,0.17034972,-0.34394658,0.025974639,0.2959138,-0.60089886,0.23801035,0.29558083,-0.27936673,0.013953201,0.01338508,0.25842083,-0.08723906,-0.20899002
miami,2018,1.1919429302215576,0.4977671504020691,0.5487797260284424,2.238489866256714,-0.60449183,-0.48796052,-0.27275538,0.23739296,-0.3949847,-0.026643477,0.30180982,-0.43077803,0.29833633,0.24839962,-0.2292548,0.03253284,0.12253617,0.09433716,-0.19658394,-0.36593783
miami,2019,1.6660025119781494,0.9247961640357971,0.5882524251937866,3.179051160812378,-0.7170024,-0.6617941,-0.3356541,0.32814533,-0.42482278,-0.084960036,0.37645197,-0.46167934,0.3634065,0.21260187,-0.3197407,0.07909175,0.2351364,0.04224313,-0.2576496,-0.4947769
miami,2021,1.9967598915100098,0.5835479497909546,3.1499710083007812,5.730278968811035,-0.6040756,-0.7319598,-0.6613378,0.62917167,0.12875658,-0.44091338,0.28570932,-0.16267344,-0.09124328,-0.38512132,-0.37778574,0.43398517,0.53405225,0.32033232,0.18201429,-0.2304185
miami,2022,2.1513938903808594,0.5110604763031006,2.489455223083496,5.151909828186035,-0.6142406,-0.90322727,-0.42248514,0.41666082,-0.40098596,-0.26367706,0.4432873,-0.17755565,0.36969665,-0.0011273809,-0.29950875,0.12629545,0.42248237,-0.213858,-0.3267756,-0.6932265
miami,2023,2.0038838386535645,0.5965277552604675,0.9856202602386475,3.586031913757324,-0.7732757,-0.77325547,-0.4789247,0.43397516,-0.40500817,-0.15570277,0.43210256,-0.4247176,0.35074353,0.15019946,-0.3721,0.1391052,0.32227987,0.07443314,-0.22645487,-0.5476131
minneapolis,2013,0.535624623298645,0.6978390216827393,0.5334162712097168,1.766879916191101,-0.020943612,0.19868782,-0.10390629,0.06804473,0.23783562,-0.09798836,-0.075783804,-0.08687497,-0.21852586,-0.11003171,-0.044639125,0.13170193,0.0077223824,0.39993793,0.3054417,0.24775887
minneapolis,2014,0.6610700488090515,1.1512848138809204,0.38305234909057617,2.1954071521759033,-0.4076866,-0.28158984,-0.13570668,0.077593215,-0.3164822,0.051839106,0.20476511,-0.37056214,0.21466108,0.20189013,-0.15073134,-0.026807167,0.004879893,0.110957645,-0.114041746,-0.23231433
minneapolis,2015,0.8860000371932983,1.3034257888793945,0.40258848667144775,2.5920143127441406,-0.38945794,-0.02338563,0.04808905,-0.09168031,-0.29652262,0.18250954,0.14398122,-0.6120514,0.14285819,0.42874965,-0.19111066,-0.14859988,-0.26419157,0.30171126,-0.009261452,-0.012541287
minneapolis,2016,1.0373759269714355,2.3236334323883057,0.4002794325351715,3.76128888130188,-0.3279931,0.09520981,0.13182634,-0.16195402,-0.27982777,0.23102736,0.13362029,-0.635414,0.13664111,0.5082086,-0.18453653,-0.19021784,-0.3692571,0.3456281,-0.00347393,0.064126
minneapolis,2017,1.7563002109527588,3.884995937347412,0.37148475646972656,6.012781143188477,-0.5892204,-0.1163982,0.11302432,-0.10055322,-0.42072332,0.3049492,0.24350294,-0.8601295,0.24842975,0.6724469,-0.32593977,-0.2568435,-0.36977032,0.31142354,-0.10402501,-0.14115529
minneapolis,2018,2.362325429916382,3.0168442726135254,0.5840519666671753,5.963221549987793,-0.6761254,-0.031747807,0.111278586,-0.13113374,-0.3932816,0.33774102,0.28400835,-1.0710466,0.22210795,0.76976323,-0.41634458,-0.24607916,-0.48760405,0.6024617,-0.035283133,0.014543116
minneapolis,2019,0.5219847559928894,2.4277305603027344,0.5265153050422668,3.4762306213378906,-0.3047402,-0.3006754,-0.2096165,0.13804422,-0.26367345,0.00013570115,0.18002646,-0.23086524,0.18136036,0.107771665,-0.130991,0.019854236,0.06942599,0.046289586,-0.11492428,-0.24773389
minneapolis,2021,0.818622887134552,0.5576772093772888,1.4191251993179321,2.7954251766204834,-0.33477566,-0.3493102,-0.42734718,0.39627317,0.10328749,-0.2513643,0.11256711,-0.05048617,-0.0629711,-0.32086805,-0.16148515,0.3105328,0.32137546,0.26861155,0.17666969,-0.09245723
minneapolis,2022,1.0304005146026611,0.7303863763809204,0.6033405065536499,2.3641273975372314,-0.419665,-0.53583074,-0.2705152,0.2341713,-0.37042552,-0.06029299,0.29750386,-0.1705794,0.31484613,0.11549531,-0.17033346,0.044839296,0.17976475,-0.111627236,-0.25726783,-0.48020047
minneapolis,2023,0.6955702900886536,0.7663035988807678,0.72691810131073,2.1887919902801514,-0.36884362,-0.43898365,-0.28975257,0.23740089,-0.24311332,-0.06577506,0.21596687,-0.1701371,0.18367729,0.04209416,-0.15176587,0.08152508,0.18014984,-0.017000072,-0.13062319,-0.33603534
nashville,2013,1.096508264541626,0.547831654548645,0.3739672899246216,2.0183072090148926,0.46419227,0.4934112,0.061345004,-0.043444075,0.4867313,-0.05397006,-0.29699594,0.31987458,-0.30417678,-0.31026018,0.19573955,0.1557329,0.0064189006,0.25281414,0.30691501,0.41795063
nashville,2014,0.4089075028896332,0.5247560143470764,0.35967373847961426,1.2933372259140015,0.17780961,-0.084337726,0.015043385,0.002300568,-0.100910686,0.042191446,-0.015093897,0.32539737,0.08072787,-0.015377227,0.18181868,-0.055383924,0.0648668,-0.35169268,-0.15506035,-0.15590501
nashville,2015,1.2111438512802124,0.3347571790218353,0.5443711876869202,2.0902721881866455,0.18523295,-0.4457079,-0.12772879,0.10305686,-0.20813778,-0.13829514,0.057839055,0.5446798,0.2132741,-0.16199102,0.21001892,0.048241876,0.32578126,-0.6317182,-0.46283895,-0.5075136
nashville,2016,1.3047738075256348,0.2344607710838318,0.19617044925689697,1.7354049682617188,0.16186056,-0.42570612,-0.021855183,0.036384948,-0.26704043,-0.052018307,0.09083905,0.5400339,0.2885577,-0.028332237,0.20945483,-0.015050932,0.23226017,-0.73676914,-0.54189193,-0.55112183
nashville,2017,1.7488117218017578,0.33072638511657715,0.4432515799999237,2.522789716720581,0.19217926,-0.5168144,-0.03661774,0.046927556,-0.3153063,-0.096066676,0.10996831,0.62365574,0.33495274,-0.043895543,0.22996019,-0.0047316873,0.29467976,-0.8411277,-0.6498688,-0.66736186
nashville,2018,1.2745856046676636,0.4872703552246094,0.3911952078342438,2.1530511379241943,0.15270604,-0.4122441,-0.020238116,0.05186712,-0.2837378,-0.026284873,0.11692313,0.52361566,0.3098235,-0.007962223,0.18618038,-0.03504351,0.2026051,-0.73109883,-0.50828797,-0.56432736
nashville,2019,1.4270045757293701,0.4966546297073364,0.4071583151817322,2.330817461013794,-0.0008797075,-0.60719556,-0.2051605,0.2061592,-0.22164652,-0.20719963,0.16911453,0.4608106,0.2855565,-0.17077623,0.07861197,0.13237861,0.3905989,-0.586807,-0.49168372,-0.6335104
nashville,2021,1.140135407447815,0.5865901708602905,2.309441089630127,4.036166667938232,-0.0023006895,-0.5247555,-0.21586479,0.22633809,-0.18199697,-0.1873796,0.12957567,0.43016842,0.16026546,-0.18918458,0.08694562,0.078057766,0.36921266,-0.54192954,-0.32038945,-0.48719057
nashville,2022,2.731152296066284,0.35951676964759827,0.7848701477050781,3.8755393028259277,0.22900525,-0.63157564,0.025397502,-0.00012100488,-0.39525533,-0.1191994,0.1637066,0.7391155,0.45295075,9.2398375e-05,0.22413391,-0.02144694,0.3343613,-1.0637426,-0.88307416,-0.8755919
nashville,2023,1.31939697265625,0.34523332118988037,0.7766662836074829,2.4412965774536133,0.07842489,-0.46325558,-0.082343966,0.099419326,-0.29583842,-0.059070684,0.16318281,0.48458937,0.33826953,-0.012814337,0.1326822,-0.004912099,0.23330858,-0.68613863,-0.5091367,-0.6131261
new_orleans,2013,1.535564661026001,0.3203542232513428,0.7675445079803467,2.6234633922576904,0.5616973,0.5678536,0.05886195,-0.024459548,0.62989175,-0.11920812,-0.36565813,0.38443977,-0.39249068,-0.44533178,0.20482242,0.21381702,0.063625745,0.3181133,0.38635468,0.4705723
new_orleans,2014,0.6377378106117249,0.624039351940155,0.7958800792694092,2.057657241821289,0.31192324,0.32920578,0.016186066,0.0016296506,0.29042578,-0.08992686,-0.2489663,0.22600687,-0.23678768,-0.28186977,0.13563417,0.11993939,0.05602204,0.14785898,0.26103514,0.24743626
new_orleans,2015,1.2164428234100342,0.8252833485603333,0.6270015835762024,2.6687278747558594,0.11597831,0.6236758,0.313634,-0.2794286,0.2691892,0.09468654,-0.22004987,-0.26838383,-0.28210884,0.16687004,-0.011276916,-0.046635393,-0.3030137,0.51744705,0.40135705,0.49462157
new_orleans,2016,0.6475359201431274,0.45610061287879944,0.6596588492393494,1.7632954120635986,0.42130464,0.3566054,0.09658163,-0.077396385,0.2348797,0.010890387,-0.22680983,0.39515904,-0.16513336,-0.19945711,0.24542136,0.049102355,0.018927632,-0.073341876,0.13582392,0.18543287
new_orleans,2017,0.4479803442955017,0.662674069404602,1.0736104249954224,2.184264898300171,-0.1120785,-0.26444054,-0.21682483,0.21280581,-0.063578516,-0.13612804,0.049107205,0.16747135,0.057389077,-0.2273946,0.012898423,0.14171134,0.2775923,-0.11876792,-0.04902017,-0.21460485
new_orleans,2018,0.45244765281677246,0.5443427562713623,1.172589659690857,2.1693801879882812,0.16138393,-0.059168644,-0.11161146,0.13835394,0.06524798,-0.102009766,-0.05972689,0.3740586,0.009631293,-0.26692465,0.1346124,0.15657108,0.18753466,-0.13659208,-0.05331804,-0.115782075
