metro,year,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31
jacksonville,2015,-1.2777554,-0.6642424,-0.047650315,-0.8618649,0.01520741,0.16434367,0.718,-0.68669003,-1.3413478,-0.13759618,-1.6671226,0.5859832,0.0017702207,0.12399715,-1.0748074,-0.8947551,1.9123132,-0.40639964,-0.19273612,-0.26563588,0.33333477,1.2568315,1.6020184,1.7016643,-0.0702821,-1.0168972,0.7212133,0.0406721,-0.08900849,0.6607045,-0.04738304,1.2481833
jacksonville,2016,-0.84991384,-0.5796525,-0.17048696,-0.14849931,-0.104720615,-0.11875127,0.10196657,-0.5361118,-1.0394711,-0.55111384,-0.9998839,0.072187535,0.24017723,-0.018926527,-0.6844139,-0.17544493,1.8505398,-0.59257305,-0.18447703,-0.21560563,0.08153867,0.5400768,1.4518219,1.2593693,0.10592233,-0.78597444,0.38477796,-0.36523756,-0.47805855,0.91387767,-0.39830822,1.3158696
jacksonville,2017,-0.7841865,-0.4791237,-0.40839988,-0.023186801,0.16281581,-0.3452614,-0.44552612,-0.5133797,-0.5499701,-0.27925643,-1.0555689,-0.0023501068,0.00496836,0.2046445,-0.73522973,0.02114825,1.4239576,-0.59250265,0.07743938,0.089713335,0.08282874,0.37825266,1.189778,1.2348121,0.4980957,-0.5319151,0.63247454,-0.18540722,-0.20333794,0.9156319,-0.11526045,1.2828633
jacksonville,2018,-0.67134845,-0.2942532,-0.18954453,-0.012529908,0.6193344,-0.5795738,-0.7415623,-0.6671131,-0.31772953,-0.39378077,-1.0107948,-0.085915044,0.2722907,0.48265234,0.07346094,0.4825027,1.1090832,-0.8319784,-0.12470207,0.3626257,0.3585133,0.17403322,1.1505883,0.72221786,0.40098828,-1.0063713,0.8589754,0.11710749,-0.061171196,0.74263597,-0.33887836,1.3706827
jacksonville,2019,-0.6603153,-0.2673727,-0.30092856,-0.08629781,0.7147266,-0.70419973,-0.77229756,-0.675194,-0.09722386,-0.19060764,-1.2342187,0.1251125,0.052635208,0.67531854,-0.27847695,0.4071045,0.8527581,-0.6378925,0.024136182,0.5004545,0.38631478,0.23611084,0.98537385,0.79129344,0.6214558,-0.8171281,1.0156515,0.2790197,0.23870677,0.69661444,-0.022966847,1.4226806
jacksonville,2021,-1.2533687,-0.077943705,-0.2573152,-0.9839925,-0.1883901,-1.0877088,0.03818632,-0.7677337,-0.66568476,1.0510416,-2.337517,0.77429825,-1.2133027,0.8666215,-2.2211733,-0.66989106,1.658298,0.3510307,0.8079969,-0.18419985,0.08286234,0.8084362,1.0457449,2.7420583,1.2457,0.22446759,1.4532249,0.06198687,0.40796542,1.1434138,1.2356553,1.5196333
jacksonville,2022,-0.12850302,0.57592314,-0.48279467,0.9722499,-0.31163466,-1.4390444,-1.3138185,0.23665673,-0.30815256,-0.092461355,-0.35144997,-0.49916983,-1.0492735,0.27969357,-1.4395218,1.0429828,1.400088,-0.22517109,0.73278606,-0.3361435,-0.8837041,-0.7774103,0.5698539,1.4812614,1.2943398,0.7804478,0.49063283,-0.89239544,-0.33142522,2.2699301,0.47158346,1.9126652
jacksonville,2023,-0.19029868,0.2733255,-0.0316784,0.13464588,0.55601996,-0.95242006,-0.77400655,-0.70716566,0.024623435,0.12522537,-1.0623013,0.20060793,-0.41231626,0.87224805,-0.5182755,0.729244,0.5676192,-0.16338348,0.16762325,0.41233227,-0.2519403,-0.15307125,0.15995505,0.6669475,0.91481894,-0.2924707,0.8345073,-0.078481205,0.21878642,0.65078276,0.2992101,1.5791024
las_vegas,2013,-2.0406473,-0.24001008,2.5298657,-3.5969398,-0.38614073,1.6039728,4.378448,-1.5191431,-4.9603314,-0.33066136,-2.8507254,2.9693873,-0.58615685,1.1419548,-0.949561,-2.5403728,4.160875,-1.1431277,-2.2363534,-1.182923,1.9132307,3.1272895,1.6820381,3.5254612,-2.9930732,-3.2219722,0.06863275,0.7360963,0.40662482,0.5263181,-0.40416712,2.8898828
las_vegas,2014,-0.9899547,-0.1673595,1.7273884,-1.5495682,-1.6221464,0.6797853,2.9916403,-0.7035422,-3.6587727,-1.3142095,-1.2997818,1.4590359,0.10778247,0.10431704,-1.4095088,-1.0615398,3.99564,-0.44120222,-1.4154906,-1.5543072,0.38999066,1.3206878,1.5858666,2.380534,-2.0442982,-1.5267717,-0.46927798,-0.84438574,-0.55206454,1.5794486,-0.69333625,2.522261
las_vegas,2015,-1.0517502,-0.27928478,0.8109468,-1.2207209,-1.1593559,0.18449606,1.9091743,-0.457929,-2.2062693,-0.49190247,-1.5388614,0.9098521,-0.29863226,-0.081146285,-1.6855415,-1.2165334,2.9984412,0.03927295,-0.36940336,-1.1563632,0.1177175,1.106282,1.4733784,2.2363944,-0.8101871,-0.6994543,0.12386458,-0.68774116,-0.35502037,1.2353643,-0.086212814,1.6339123
las_vegas,2016,-1.0463654,-0.3988036,0.50116026,-1.2103872,0.08628958,0.2583832,1.1908718,-0.6851082,-1.5993418,-0.0041439096,-1.6514267,0.95648426,-0.14124382,0.375553,-0.77942085,-1.1508943,1.8685306,-0.32013613,-0.47169185,-0.3440687,0.5617694,1.3348873,1.2230229,1.5419625,-0.579295,-1.2429742,0.5840622,0.29862785,0.15843832,0.35540003,-0.14324313,1.1583503
las_vegas,2017,-0.552961,-0.32692224,0.24989778,-0.3171654,-0.50085187,-0.03691893,0.59640425,-0.41038546,-1.1570268,-0.48709306,-0.8123551,0.32363585,0.16747434,-0.037500974,-0.7049942,-0.28850582,1.8674798,-0.21335256,-0.26647824,-0.501782,0.045134507,0.4970761,1.0996902,1.1047565,-0.21998702,-0.6485345,0.18870428,-0.3561843,-0.32839337,0.8586055,-0.35756662,1.2014072
las_vegas,2018,-0.38704506,-0.18181106,-0.2598139,-0.018776475,-0.48268878,-0.4355396,0.057155423,-0.032226183,-0.6840865,-0.14919902,-0.818255,0.08899239,-0.42457134,-0.064835235,-1.2444764,-0.12723301,1.4507704,-0.035972483,0.28507683,-0.52344126,-0.32714236,0.14521381,0.9140588,1.2900211,0.3307271,0.19345884,0.29822373,-0.60082906,-0.27188817,1.314343,0.10174954,1.2012289
las_vegas,2019,-0.22873732,-0.07948182,-0.11799192,0.27260295,-0.3903913,-0.47139966,-0.14393958,-0.09208275,-0.7094578,-0.3392646,-0.525436,-0.14997527,-0.2120458,-0.031283166,-0.6951368,0.2472729,1.3647951,-0.23456633,0.113892265,-0.48285586,-0.3111998,-0.10416921,0.79457396,0.8933163,0.208534,-0.0281737,0.13777855,-0.61388093,-0.43992952,1.2190406,-0.18942802,1.2014852
las_vegas,2021,-3.1447747,-0.32501507,2.8810773,-5.339187,2.7665694,1.4252075,4.411025,-2.3451684,-3.9260705,2.2982981,-5.159544,4.0734754,-2.2973843,3.154238,0.16612482,-3.7046409,1.5144229,-1.525816,-2.1556687,0.070595875,4.0529885,4.6084547,1.0770172,3.353149,-2.18567,-4.2462816,1.4109643,3.6953094,1.8164105,-1.3315185,0.91409844,2.4082794
las_vegas,2022,-0.034339048,0.41261557,0.5300022,0.574145,-2.6531448,-1.8384025,1.2213787,0.92876893,-1.8198671,-0.52351177,-0.10032152,-0.0055769384,-1.5429982,-0.22035259,-3.3501031,0.063724756,3.1540463,0.6087504,0.854122,-2.1166334,-1.6088088,-0.62724143,1.1550828,2.6344666,0.09466365,2.413744,-0.71103966,-1.9150245,-0.74106264,3.868713,1.1460432,2.9067194
las_vegas,2023,-0.044090442,0.035607763,0.7669241,-0.3045821,-1.0130619,-0.32746363,0.86736804,-0.39297065,-1.2218667,-0.47798678,-0.48785657,0.5150485,-0.0878353,0.26877838,-0.8293108,0.06527294,1.800643,0.26277718,-0.14464304,-0.69414335,-0.45855597,-0.09368955,0.35253662,0.99019444,-0.37184834,-0.08443117,-0.16443497,-0.7848285,-0.422677,1.0844109,-0.19267699,1.4707237
nashville,2013,-0.784273,-0.20000425,1.501622,-2.1154895,0.99436504,0.66529787,1.8723879,-1.3477573,-2.332586,0.1563103,-1.7972013,1.8404076,-0.31508592,1.301902,0.5702145,-0.7738146,1.5224489,-1.1373246,-1.5605223,0.12127708,1.4317027,1.7299578,0.3897486,1.251897,-1.2465042,-2.4060373,0.5362116,1.3136191,0.5144845,-0.16455847,-0.45761597,2.018348
nashville,2014,-0.67117125,-0.1697084,0.49295127,-1.0025011,0.30318448,-0.30265447,0.5721172,-1.0132955,-1.0440949,0.5645733,-1.6126333,0.97527575,-0.3966751,0.9333167,-0.7231878,-0.6200862,1.2853501,0.07963641,0.13279404,0.029136527,-0.004393965,0.7601665,0.26120487,1.4858183,0.13277213,-0.7168988,0.7169628,0.22518903,0.19611734,0.13333362,0.2959428,1.2084887
nashville,2015,-0.13588414,0.12874568,0.105717786,-0.3923377,-0.24194074,-0.8538882,-0.026429936,-0.5802053,-0.46187252,0.5977864,-1.1175872,0.5619629,-0.75312006,0.67564493,-1.236412,0.040735528,1.1373644,0.41270128,0.52525425,-0.14654103,-0.7124252,0.04070352,-0.012902133,1.5088866,0.74200964,0.26202285,0.55606323,-0.4544235,0.053313367,0.8200902,0.55008775,1.4652807
nashville,2016,-0.0750872,0.61980844,0.61153454,0.35079277,-0.2717412,-1.1666447,-0.49133223,-0.65203714,-0.5876776,-0.47260594,-0.3395088,-0.13188273,-0.39970762,0.68442833,-0.38169882,1.1322794,1.3893135,-0.18240589,-0.027464502,-0.21794292,-0.7414072,-0.76750106,0.06561894,0.7234543,0.60731125,-0.054314986,0.116077624,-0.823304,-0.55144954,1.3795388,-0.09104046,1.582337
nashville,2017,0.019857071,0.83973664,0.2509827,0.61101323,-0.008042045,-1.4259259,-1.0465504,-0.35565588,-0.24765019,-0.23847139,-0.3714258,-0.29118347,-0.6981034,0.7546515,-0.53042656,1.3831635,1.0926841,-0.2776539,0.24797994,-0.06774531,-0.8574512,-0.89821786,0.06677366,0.79581076,1.0741342,0.16350093,0.38887048,-0.6943077,-0.31994572,1.6190565,0.11516255,1.7338532
nashville,2018,0.09581124,0.8526093,0.54170847,0.55837387,0.2656879,-1.5489074,-1.1221999,-0.5531711,0.08427812,-0.4662155,-0.37057573,-0.28829128,-0.33022422,1.0187182,0.3708701,1.5896349,0.8498273,-0.59647125,-0.18755236,0.06579818,-0.2735552,-0.92431134,0.1935195,0.2837495,0.8374824,-0.40876782,0.52272755,-0.23176235,-0.13742161,1.2414523,-0.09790726,1.5987797
nashville,2019,0.10869505,0.89450437,0.40690684,0.5923502,0.31062832,-1.516147,-1.2403922,-0.4439784,0.17917602,-0.33884984,-0.3939563,-0.28283584,-0.45750606,1.0440443,0.1725574,1.605875,0.70984495,-0.5436426,-0.04900667,0.109712526,-0.36783043,-0.87623554,0.14884222,0.3633038,0.95041364,-0.25530785,0.5813311,-0.21031234,-0.043011017,1.3114401,0.035391748,1.6636344
nashville,2021,-1.0489372,0.6671807,0.85286397,-1.2906061,0.004583575,-1.4382766,0.5396378,-1.3340731,-0.518192,2.042434,-2.688659,1.2949128,-1.7786301,2.2648983,-1.927131,-0.48246652,1.0449079,0.7566338,0.8835584,0.01654045,-0.13198256,0.62906194,0.11123898,2.8470993,1.5766485,0.20129214,1.357924,0.50108105,0.60466427,0.514077,1.72399,1.9599322
nashville,2022,0.29899937,1.0630581,0.38618165,0.3846723,-0.008710615,-1.6756095,-0.8825918,-0.5792047,0.022765618,0.4515286,-0.4843365,0.25624943,-0.9792116,1.220242,-0.9647193,1.3636386,0.7835516,0.18724558,0.48944375,0.07720636,-1.2134963,-0.67841643,-0.5045547,1.0545154,1.4268445,0.69162315,0.5959707,-0.45376152,0.23691592,1.4658874,0.6906516,1.9099979
nashville,2023,0.29702824,0.9568472,1.075027,-0.04266195,0.63021004,-1.4967122,-0.27653348,-1.1508243,0.46987864,0.578451,-0.98653215,0.81145215,-0.9719052,2.1217196,0.0724068,1.5272498,0.041535087,-0.062505506,-0.23716816,0.55475414,-0.3061468,-0.46736908,-0.95028645,0.3777314,1.2935625,-0.21941446,0.61586666,0.31702262,0.5248339,0.40192246,0.6218105,2.1989756
orlando,2013,-1.6029152,-0.46668583,1.2076006,-2.3196998,0.6528696,1.2246747,2.4994678,-0.9959449,-3.0810988,-0.21279927,-2.263105,1.8828087,-0.1206616,0.67124355,-0.23009816,-1.7557255,2.4873755,-1.3801033,-1.8219241,-0.40407395,1.9993669,2.595553,1.8112504,1.9497076,-1.9063505,-2.8296213,0.6157245,1.2894992,0.5934431,0.08137068,-0.5697847,1.803002
orlando,2014,-0.9305557,-0.43411076,0.28688967,-0.7125259,-0.9578498,0.2946058,1.3776001,-0.20393795,-1.7496037,-0.75425345,-1.2263215,0.5157897,0.07989821,-0.3927143,-1.2719989,-0.88332367,2.593335,-0.3503587,-0.4658922,-1.0189737,0.35534227,1.0331213,1.803153,1.727008,-0.6790347,-0.75697684,0.17024894,-0.45771378,-0.3539396,1.2724972,-0.3499571,1.3575426
orlando,2015,-0.8799783,-0.39434832,-0.25979218,-0.522331,-0.59019214,-0.058304735,0.589447,-0.099952914,-0.9615174,-0.18887234,-1.2376004,0.28111738,-0.30939102,-0.26433992,-1.3583876,-0.7532748,1.8145697,-0.07354099,0.10685253,-0.6478038,0.2874092,0.9008309,1.5226333,1.6595352,0.11599149,-0.21417676,0.56108373,-0.17961532,-0.04147754,1.1677377,0.14695334,0.9746959
orlando,2016,-0.37624338,0.06155906,-0.054111935,1.3097205,-1.7902586,-0.9278693,0.07303766,1.0990695,-1.7361958,-1.7829072,0.25990546,-1.086555,-0.3026539,-0.6750315,-1.0469357,0.8015479,2.8880017,-0.8172677,0.020509817,-1.6778378,-0.41505137,-0.8601805,2.1416016,1.2369524,-0.48638946,0.4039899,-0.63231534,-1.7386061,-1.6415199,3.1432707,-0.71621263,2.0823178
orlando,2017,-0.5588605,-0.31597567,-0.6879624,0.2186871,-0.3662998,-0.43250394,-0.42283487,0.23057178,-0.29562604,-0.26089898,-0.6674378,-0.2306579,-0.3470648,-0.15077439,-0.95373535,-0.114416674,1.2382691,-0.3861708,0.32721198,-0.3598738,0.33578718,0.36154348,1.367101,1.2072998,0.47010088,0.18614806,0.53259456,-0.100650065,0.029387347,1.3848488,0.11461565,0.9052851
orlando,2018,-0.34863487,-0.075992875,-0.3497811,0.34207627,-0.054955073,-0.58583796,-0.7668894,0.14128488,-0.18817739,-0.4646158,-0.34803134,-0.46451354,0.04532008,0.017446142,0.1745447,0.43197674,1.0492283,-0.7057249,0.0016420409,-0.2068636,0.5530654,0.07776009,1.3475873,0.57511437,0.27838337,-0.44496316,0.58084744,0.09996728,-0.0026938692,1.1311902,-0.2993188,0.9546567
orlando,2019,-0.29197142,-0.02632805,-0.4187011,0.26900485,0.15859708,-0.7285952,-0.9159449,0.07904923,0.117438436,-0.3098011,-0.50318176,-0.3148712,0.008291185,0.20423171,0.20544314,0.46801746,0.7585189,-0.6098116,0.06439032,0.040685784,0.69242513,0.082253106,1.1985606,0.5303677,0.49562138,-0.474779,0.7923744,0.3709736,0.31141537,0.950748,-0.15208381,1.0053715
orlando,2021,-2.5550482,-0.04158979,1.2850862,-2.786845,1.2854955,0.0030114353,1.9066628,-1.5223768,-1.6218281,1.6334852,-4.088282,2.0685422,-1.6418096,2.1176581,-1.0987928,-2.2471917,1.1386037,-0.31780046,-0.23128712,-0.11281881,2.1643422,2.4442327,1.4808323,2.7811656,-0.11027084,-1.7423929,1.4974806,1.9475523,0.9811573,-0.17999077,1.3660016,1.2962406
orlando,2022,-0.13321888,0.9749561,-0.091136195,2.3378668,-2.264111,-2.6047602,-0.85983235,2.1318426,-1.6270871,-1.334186,1.0228945,-1.5572958,-1.567669,-0.46471116,-2.2932317,1.402221,2.9630644,-0.5307265,0.9540943,-2.2492874,-1.156083,-1.5861796,2.0021021,1.95498,0.5191115,2.152453,-0.5267161,-1.7325532,-1.3861611,5.0735855,0.49267912,2.7339616
orlando,2023,0.03919492,0.4883476,-0.34327137,0.77069527,-0.28476784,-0.99041396,-1.1140614,0.51904047,-0.07347748,-0.17169367,0.0062434226,-0.47800976,-0.5100517,0.10345577,-0.36945403,0.7801706,0.78804654,-0.40577236,0.41178536,-0.30626062,-0.036879905,-0.4164285,0.7857111,0.6989841,0.7352432,0.3438272,0.44949973,-0.14153445,0.039067753,1.6989629,0.09403306,1.1828092
phoenix,2013,-0.784884,0.11301436,1.4722482,-2.1217682,0.27094957,0.93046254,2.37493,-0.54826826,-2.4122198,-0.12811689,-1.6172533,1.8050454,-0.418494,0.73760575,0.39616132,-1.2894381,1.7289217,-0.98471195,-1.8097907,-0.65038806,2.1898606,2.0276768,1.0981123,1.3614438,-1.8664415,-2.2677348,0.3680487,1.5279344,1.0022374,0.09505138,-0.16857639,1.516702
phoenix,2014,-0.17792657,0.22885916,0.9059173,-0.52451044,-1.0821676,0.32267147,1.3230292,0.018538825,-1.5109488,-0.9440409,-0.42074007,0.65373963,0.21597715,-0.13054207,-0.12494452,-0.328843,2.05354,-0.4277581,-1.0378778,-1.0534133,0.8961078,0.62968457,1.2225828,0.8772481,-1.2908546,-0.8565431,-0.17837065,0.11452844,0.1657888,1.0436695,-0.46229434,1.1234084
phoenix,2015,0.0063173026,0.22691214,0.45170718,-0.17433278,-1.223543,0.017040327,0.8239745,0.33671448,-0.8708338,-0.7401449,-0.24257444,0.19904616,0.09426163,-0.23882934,-0.25151068,-0.20104009,1.6712682,-0.14935642,-0.49524438,-1.0288067,0.61785185,0.3733818,1.2051013,0.7181553,-0.6577232,-0.2690416,-0.07949765,-0.05781164,0.122355334,1.1524026,-0.28450224,0.83281076
phoenix,2016,0.14416501,0.26840422,0.21878862,0.12852977,-1.2822282,-0.21213657,0.4444517,0.6593081,-0.6659603,-0.68624896,0.022027954,-0.077486515,-0.03686274,-0.29203084,-0.2830811,-0.0033441037,1.445931,-0.18771225,-0.2714746,-1.0679903,0.46998358,0.16086245,1.2820833,0.60649246,-0.41220528,0.053849652,-0.09072973,-0.11588494,0.091393195,1.4537259,-0.2534821,0.8437127
phoenix,2017,0.098499656,0.31459844,0.009108752,0.038010523,-0.96392494,-0.32618576,0.22653496,0.6560274,-0.19946836,-0.24133757,-0.11376469,0.0011384636,-0.24716778,-0.23085177,-0.37163293,-0.21240108,1.0010858,0.03227126,0.026259907,-0.8110784,0.66977984,0.34980127,1.133153,0.67693716,-0.0042293817,0.23971987,0.17141788,0.2504263,0.49710825,1.1381307,0.064360514,0.49014097
phoenix,2018,0.2511584,0.40945432,0.039657623,0.19780613,-1.0653974,-0.47142947,0.09411145,0.81678456,-0.1953976,-0.24338125,0.08914453,-0.061644062,-0.31073692,-0.20749071,-0.3263288,-0.09093769,0.9291155,0.0063987896,0.081342846,-0.87612355,0.5307044,0.19525254,1.1133744,0.6231298,0.028652325,0.3915047,0.08589454,0.22023624,0.4601691,1.3433788,0.06606519,0.5705009
phoenix,2019,0.3315468,0.49959058,0.117411636,0.21886912,-1.1669762,-0.5408733,0.1266127,0.8736741,-0.20154907,-0.22198933,0.16068013,-0.05190696,-0.35668314,-0.17767757,-0.3422079,-0.0898091,0.90886927,0.071092695,0.08663619,-0.92350405,0.49735752,0.15490428,1.0902345,0.62255436,0.060073175,0.46985865,0.033303633,0.23181859,0.4909968,1.4006121,0.12296742,0.590029
phoenix,2021,-0.04860408,0.7898327,0.069305964,-0.17138512,-2.3707316,-1.9188251,0.90890247,1.182139,-0.3215902,1.0302492,-0.51185066,0.09094216,-1.9140106,0.044393543,-2.489005,-1.1672512,1.786685,0.8964471,1.0492355,-1.5773565,0.02834823,0.58735746,1.4022125,2.6815302,1.1795149,2.3575442,0.48171115,0.19304201,0.9285344,2.6713428,1.8354919,1.2576284
phoenix,2022,0.6025318,0.94795996,0.2612459,0.46389753,-1.2117324,-1.0329566,-0.110138364,1.1687242,-0.066679075,0.14929786,0.6582244,-0.07839972,-0.6545667,0.16021734,-0.34160554,0.18220444,0.52524585,0.34499857,0.32932562,-0.8721089,0.20082027,-0.11816322,0.7893322,0.5100157,0.44068843,0.9171761,0.036631852,0.4290471,0.7293728,1.7296107,0.3430626,0.7495204
phoenix,2023,0.61973715,0.99619687,0.71440077,0.22243874,-0.81882966,-0.87222487,-0.21908912,0.7162034,0.18621315,-0.047459148,0.46203375,0.07678481,-0.34869242,0.50677997,0.5732918,0.59872854,0.15744817,0.18722132,-0.18767416,-0.77686757,0.80176127,-0.26323196,0.73883796,0.018051013,0.22547826,-0.03288412,0.11071092,0.7284192,0.7785679,1.1538194,0.027445123,0.7036234
raleigh,2013,-0.70245767,-0.071587436,1.7770721,-2.236856,0.9014607,0.6485217,2.0127337,-1.5149338,-2.4458597,0.21644332,-1.7265956,1.9991999,-0.423725,1.5427746,0.63656354,-0.6778555,1.5630797,-1.0494121,-1.564677,0.12860528,1.3182569,1.6532978,0.06185808,1.358498,-1.2942923,-2.3642077,0.4091236,1.2712274,0.48752275,-0.20577121,-0.41307983,2.131926
raleigh,2014,-0.25943303,0.008968271,0.7141825,-0.5963304,-0.113909066,-0.48919493,0.45100075,-1.024199,-0.9287345,0.1507089,-1.0083218,0.7907744,-0.21770051,0.88517845,-0.58215785,-0.009865098,1.4283395,0.1593985,0.038437493,-0.054636545,-0.48854062,0.16954628,-0.13757879,1.1943252,0.1196147,-0.44094753,0.30664885,-0.29658157,-0.099537484,0.3625055,0.054102227,1.4115158
raleigh,2015,-0.2442663,0.05429425,0.6144068,-0.6797387,0.09920462,-0.58673966,0.32476783,-1.0838492,-0.7624616,0.44233143,-1.189458,0.8607174,-0.3993494,1.0461632,-0.57630676,-0.06568003,1.2286394,0.22678173,0.16705167,0.10707857,-0.4254171,0.21873751,-0.2671483,1.2430385,0.3207354,-0.41203898,0.5105759,-0.12790471,0.09263078,0.2103597,0.25098723,1.3733836
raleigh,2016,-0.08500754,0.7133956,1.1224191,0.4535894,-1.070312,-1.2275796,0.13082626,-0.38880047,-1.3643373,-1.0546254,-0.077635124,-0.23101935,-0.40927517,0.56193507,-0.6884448,1.3149989,2.0906513,-0.09059919,-0.13524377,-0.8823583,-1.0142686,-1.0518831,0.35801193,0.91260517,0.09319623,0.085396096,-0.41872334,-1.4646966,-1.174625,2.0888836,-0.24415094,2.0695
raleigh,2017,-0.03221313,0.44989446,1.0744717,0.006447779,0.00981126,-0.9710641,-0.11352458,-0.91671175,-0.6957239,-0.8037231,-0.28320467,0.08044504,0.15593909,0.85627216,0.7907226,1.2682846,1.3626807,-0.73670316,-0.7468957,-0.07245864,-0.0080335215,-0.59908104,0.2708085,0.15296978,0.034771666,-1.0467466,0.18808284,-0.2642468,-0.421827,0.9497211,-0.6534102,1.6442558
raleigh,2018,-0.006935902,0.36848223,0.2297146,-0.04894144,0.35870725,-0.9241878,-0.46091914,-0.78378963,-0.029590372,0.33200577,-0.9687684,0.44263408,-0.5056246,0.95947796,-0.51506644,0.6458025,0.5949039,0.08961726,0.18257211,0.371451,-0.45248064,-0.13830143,-0.19551215,0.7146583,0.8741489,-0.14471652,0.7270123,-0.1099168,0.22935608,0.4594906,0.37586632,1.5189959
raleigh,2019,0.12435878,0.47859743,0.73656166,-0.021399437,0.5532298,-1.0211853,-0.35562974,-0.95446354,0.07340534,-0.08219458,-0.7272198,0.38752294,-0.27758634,1.1881495,0.29047376,1.0933217,0.41812295,-0.38999894,-0.35814223,0.3992615,-0.11467836,-0.36414635,-0.21609703,0.17668515,0.7053517,-0.6562907,0.5376123,0.13932012,0.22745547,0.48241442,0.0277735,1.5665128
raleigh,2021,-0.4962593,0.55993617,0.625633,-1.062505,-0.31566858,-1.4418956,0.37201235,-1.0405527,-0.45641655,1.6696173,-2.0491912,1.0773985,-1.5655736,1.7250636,-1.8156735,-0.36452174,1.1668106,0.82443,0.91618955,-0.13349183,-0.5316611,0.3942497,-0.13042864,2.5945902,1.3707472,0.51041406,1.0855819,0.007396348,0.48827344,0.6492117,1.5758474,1.864343
raleigh,2022,-0.004041262,1.370686,1.1440942,1.1818296,-1.3078661,-2.3389788,-0.510172,0.22779891,-1.2732394,-1.1008551,0.48263884,-0.6656,-1.147284,0.8078624,-1.2514186,2.088802,2.3171353,-0.11498321,0.4022777,-1.1932878,-1.6238205,-1.7677056,0.32539773,1.2859749,0.66180366,1.1634238,-0.48884332,-1.691611,-1.1800107,3.468019,0.35933924,2.738205
raleigh,2023,0.2959745,0.84266025,0.5954135,0.13904029,0.23677444,-1.2808398,-0.568721,-0.8242604,0.16320322,0.3687178,-0.64897925,0.43714562,-0.73298204,1.2652,-0.32877022,1.1841242,0.44672874,0.11904622,0.08558418,0.2602984,-0.6207813,-0.47008032,-0.5680414,0.6204883,1.1510162,0.09867141,0.6204587,-0.07161582,0.34151763,0.70600146,0.49303666,1.6670753
san_antonio,2013,-1.3002945,-0.5761291,0.7267857,-1.8790821,1.0807121,0.769788,1.5634426,-0.8465223,-2.1302915,-0.20625025,-2.0565102,1.4148452,0.11188908,0.62818974,0.36244804,-1.1336629,1.8085508,-1.5389524,-1.5763543,0.0030711405,1.8805773,2.208481,1.7842816,1.2857518,-1.3098239,-2.6717827,0.88151634,1.3740741,0.65573454,0.08557154,-0.59639287,1.7510985
san_antonio,2014,-0.87652993,-0.4894939,-0.36194876,-0.3391929,-0.30220172,-0.110049665,0.21433783,-0.21183524,-0.7704218,-0.22310679,-1.1272895,0.1571283,-0.15011443,-0.113011256,-1.0625293,-0.5489181,1.5700276,-0.27105695,0.093239,-0.3862608,0.33309636,0.8023241,1.4669077,1.4599874,0.23108467,-0.34193438,0.5949241,-0.056257747,-0.032855757,1.0024667,0.06665501,0.96581256
san_antonio,2015,-0.76011,-0.32163072,-0.5500503,-0.14174166,0.022230856,-0.42195475,-0.4145501,-0.23607752,-0.20753162,0.11080535,-1.1608545,0.120076954,-0.3529322,0.23159261,-0.99930894,-0.22212057,1.0077263,-0.24180365,0.36494398,0.016736869,0.37593696,0.5218027,1.0966487,1.3164707,0.6981148,-0.10233225,0.8578328,0.19350463,0.29699355,0.90235925,0.3232755,0.9517592
san_antonio,2016,-0.4096304,-0.0071243867,0.3500639,0.25336194,-0.09761601,-0.6132467,-0.42217118,-0.18768474,-0.8978688,-1.1064211,-0.34281647,-0.50651854,0.56343687,0.07726614,0.9622425,0.8560212,1.7427807,-1.1740687,-0.7024307,-0.46857125,0.6049671,-0.164368,1.7385877,0.46414348,-0.34358466,-1.3591552,0.39307374,-0.15432602,-0.60116845,1.2294868,-1.0767548,1.4167116
san_antonio,2017,-0.46807292,-0.14513382,0.27354753,-0.11630571,0.4589242,-0.6184138,-0.5213442,-0.30097663,-0.6434959,-0.9573574,-0.58916223,-0.24571589,0.63144475,0.2887643,1.3470863,0.9106907,1.4387046,-1.4336799,-0.874335,-0.1099319,0.962986,0.15443411,1.7702794,0.31436756,-0.40021473,-1.7707456,0.7707303,0.26688042,-0.1966643,1.0132127,-0.9703907,1.6389967
san_antonio,2018,-0.6856837,-0.2769161,-0.44601893,-0.133723,0.3260202,-0.49667066,-0.5849574,-0.27605668,0.027349781,-0.10533303,-1.0863402,0.093755506,-0.019747242,0.38837618,-0.3372216,0.059130862,0.81674576,-0.5215301,0.0885462,0.19170944,0.73666024,0.49286032,1.2671216,0.8545471,0.5722809,-0.5564524,0.97021693,0.53930646,0.4101302,0.7615266,0.06147325,0.9813075
