metro,year,z_img_0,z_img_1,z_img_2,z_img_3,z_img_4,z_img_5,z_img_6,z_img_7,z_img_8,z_img_9,z_img_10,z_img_11,z_img_12,z_img_13,z_img_14,z_img_15
austin,2018,-0.31779995560646057,-0.24391835927963257,0.0259929820895195,0.027769699692726135,-0.3254658877849579,0.14300960302352905,0.13845670223236084,-0.2000124156475067,0.24645161628723145,0.27860069274902344,-0.05626221001148224,-0.09671715646982193,-0.047953199595212936,-0.15928733348846436,-0.18582375347614288,-0.32204046845436096
austin,2019,-0.3718312084674835,-0.24457469582557678,-0.0330115407705307,0.07551847398281097,-0.25132298469543457,0.09922157227993011,0.14284177124500275,-0.2615862488746643,0.19409699738025665,0.18491491675376892,-0.11222098767757416,-0.03871918097138405,-0.007213946431875229,-0.055723585188388824,-0.07094337046146393,-0.2560291290283203
austin,2020,-0.5430153608322144,-0.32827988266944885,-0.09634249657392502,0.14738333225250244,-0.25540828704833984,0.0663057267665863,0.19365806877613068,-0.38730019330978394,0.21788322925567627,0.17557868361473083,-0.2095634490251541,0.020767495036125183,0.035121042281389236,0.05954547971487045,-0.06450273096561432,-0.28273385763168335
austin,2021,-0.2581932842731476,-0.2068650871515274,0.027878426015377045,0.02321120724081993,-0.28948745131492615,0.14360442757606506,0.11273964494466782,-0.12839794158935547,0.2004920393228531,0.2523033320903778,-0.02831275761127472,-0.09863510727882385,-0.05172715336084366,-0.16367129981517792,-0.15331141650676727,-0.31111234426498413
austin,2022,-0.03134259954094887,-0.2777741551399231,0.060558803379535675,-0.03579515963792801,-0.30365413427352905,0.12681415677070618,0.10060621798038483,0.20742781460285187,0.2770542502403259,0.2251996397972107,0.12141521275043488,-0.11521071940660477,0.04404742270708084,-0.5291463136672974,-0.4167975187301636,-0.4688417315483093
austin,2023,0.02491495944559574,-0.19696521759033203,0.05297870188951492,-0.020382314920425415,-0.227922722697258,0.12496591359376907,0.05010806396603584,0.22213539481163025,0.20078234374523163,0.15503713488578796,0.13491442799568176,-0.09510745853185654,0.027048908174037933,-0.4428726136684418,-0.30384957790374756,-0.3551180362701416
boston,2013,-0.18366213142871857,0.17158390581607819,0.2304116189479828,-0.23571312427520752,-0.16105321049690247,0.22951701283454895,0.03018859773874283,-0.38551825284957886,0.009584954008460045,0.5010025501251221,-0.07760675251483917,-0.22315172851085663,-0.37802669405937195,0.17767509818077087,0.09769359230995178,0.09257657825946808
boston,2014,-0.5810355544090271,0.10916146636009216,0.3171132802963257,-0.21971505880355835,-0.23479394614696503,0.31354978680610657,0.15561416745185852,-0.9532178044319153,0.06748177111148834,0.7168768048286438,-0.38385486602783203,-0.3065408170223236,-0.5552322268486023,0.5604649186134338,0.19819310307502747,0.19316443800926208
boston,2015,-1.1222906112670898,0.34467747807502747,0.790848970413208,-0.5394505262374878,-0.3615849018096924,0.6267702579498291,0.30035412311553955,-2.109654664993286,0.08148890733718872,1.5094980001449585,-0.9573859572410583,-0.6657045483589172,-1.224607229232788,1.3860324621200562,0.39314448833465576,0.578194797039032
boston,2016,-0.4214932322502136,0.21260042488574982,0.36092185974121094,-0.29968926310539246,-0.19539667665958405,0.31771522760391235,0.10082710534334183,-0.8114538788795471,0.015836026519536972,0.7430768609046936,-0.28244006633758545,-0.31689125299453735,-0.5885748267173767,0.4946095943450928,0.17514657974243164,0.23261618614196777
boston,2017,-0.9639890193939209,-0.36971545219421387,-0.02241610735654831,0.12870252132415771,-0.3003073036670685,0.18175271153450012,0.32176101207733154,-0.995718777179718,0.22220265865325928,0.44937026500701904,-0.5303661227226257,-0.07241928577423096,-0.1437634527683258,0.3844262957572937,0.09588885307312012,-0.15636759996414185
boston,2018,-0.32476088404655457,-0.013470914214849472,0.21233895421028137,-0.14663684368133545,-0.2139868140220642,0.1963159143924713,0.07415687292814255,-0.4978175759315491,0.057580817490816116,0.4771250784397125,-0.15717647969722748,-0.19727422297000885,-0.294829785823822,0.07672106474637985,0.052684981375932693,-0.03431274741888046
boston,2019,-1.2126715183258057,-0.4769097566604614,-0.008380375802516937,0.16028989851474762,-0.3993297219276428,0.24837538599967957,0.4038885235786438,-1.2658960819244385,0.3303963541984558,0.6112271547317505,-0.690851092338562,-0.09035323560237885,-0.21562200784683228,0.4778938889503479,0.020323768258094788,-0.2273631989955902
boston,2020,-0.28895875811576843,0.13930201530456543,0.3066275417804718,-0.25183916091918945,-0.2000676691532135,0.24220377206802368,0.05429910495877266,-0.5929346680641174,0.031507235020399094,0.5811312198638916,-0.176065132021904,-0.26319533586502075,-0.43489864468574524,0.23132792115211487,0.0965433120727539,0.11178120970726013
boston,2021,-1.06000816822052,-0.40603873133659363,-0.033666349947452545,0.13939423859119415,-0.32481107115745544,0.217433363199234,0.3486485481262207,-1.0993552207946777,0.23894798755645752,0.5217081308364868,-0.6003270745277405,-0.08138902485370636,-0.1852836161851883,0.44863414764404297,0.06451401114463806,-0.17187711596488953
boston,2022,-0.7030612826347351,-0.22917290031909943,0.09823635965585709,-0.006626054644584656,-0.31632694602012634,0.23148155212402344,0.2166523039340973,-0.8152989745140076,0.1881902813911438,0.5477168560028076,-0.36151015758514404,-0.17199255526065826,-0.2604196071624756,0.214729905128479,0.019549205899238586,-0.15306437015533447
boston,2023,-0.34344950318336487,-0.03996976092457771,0.14425534009933472,-0.09498012810945511,-0.18733833730220795,0.16307537257671356,0.09064749628305435,-0.4522867202758789,0.069760262966156,0.3821805417537689,-0.15345387160778046,-0.14090414345264435,-0.23715050518512726,0.09562104195356369,0.07803624868392944,-0.03242266923189163
charlotte,2013,-0.7261618971824646,-0.3455146849155426,0.10010968893766403,0.019405987113714218,-0.4944585859775543,0.2827013432979584,0.298206090927124,-0.7144097685813904,0.3608385920524597,0.6058428287506104,-0.3218855857849121,-0.1989622414112091,-0.2289079874753952,0.029964961111545563,-0.2020830363035202,-0.3513094186782837
charlotte,2014,-0.694408655166626,-0.3419692814350128,0.026700355112552643,0.07683178782463074,-0.3992985486984253,0.17720842361450195,0.2538922131061554,-0.6329075694084167,0.30701467394828796,0.4282432198524475,-0.2936607599258423,-0.0708562582731247,-0.10213200747966766,0.05592816323041916,-0.11954738199710846,-0.3109169602394104
charlotte,2015,-1.3041549921035767,-0.484841525554657,-0.04112858325242996,0.18662884831428528,-0.4107224941253662,0.28740423917770386,0.4407258629798889,-1.324840784072876,0.3217833340167999,0.6478310823440552,-0.7532886862754822,-0.10523293912410736,-0.25085604190826416,0.5912741422653198,0.056626252830028534,-0.2106645405292511
charlotte,2016,-0.7194024920463562,-0.3275695741176605,0.07778013497591019,0.035856034606695175,-0.4476669430732727,0.26203152537345886,0.28567638993263245,-0.710418164730072,0.3301559388637543,0.5545997023582458,-0.32626068592071533,-0.17103548347949982,-0.21724556386470795,0.06681691855192184,-0.1459856927394867,-0.3139622211456299
charlotte,2017,-1.056191086769104,-0.4410002529621124,-0.09424811601638794,0.18542656302452087,-0.339207261800766,0.17308083176612854,0.34871289134025574,-0.9930098652839661,0.2881532311439514,0.4396234452724457,-0.5528331995010376,-0.001495208591222763,-0.11848215758800507,0.3867305517196655,0.01952323317527771,-0.24133962392807007
charlotte,2018,-0.8960305452346802,-0.3965349495410919,-0.02193700522184372,0.1195133775472641,-0.37715238332748413,0.20416802167892456,0.3124247193336487,-0.8699852824211121,0.30309349298477173,0.47997984290122986,-0.4563697576522827,-0.05872945114970207,-0.15712933242321014,0.22853484749794006,-0.066714346408844,-0.2760300636291504
charlotte,2019,-1.088457703590393,-0.48608922958374023,-0.2669046223163605,0.3135165870189667,-0.1663014143705368,-0.008943013846874237,0.31043702363967896,-0.9015441536903381,0.18371379375457764,0.13588649034500122,-0.5757396817207336,0.22165854275226593,0.10258708894252777,0.49062126874923706,0.11559893190860748,-0.19699063897132874
charlotte,2020,-1.0868515968322754,-0.4564386308193207,-0.17171405255794525,0.24376600980758667,-0.25287148356437683,0.0973457619547844,0.3332982659339905,-0.9873941540718079,0.23615220189094543,0.31224218010902405,-0.5735427737236023,0.09166603535413742,-0.027423299849033356,0.46016407012939453,0.0910414606332779,-0.20037558674812317
charlotte,2021,-0.8666179776191711,-0.35410401225090027,0.056253038346767426,0.06718455255031586,-0.4275776445865631,0.2694016695022583,0.3107573986053467,-0.8993890881538391,0.3161660432815552,0.5806099772453308,-0.45509374141693115,-0.15756283700466156,-0.24081841111183167,0.19849610328674316,-0.08727379143238068,-0.28422248363494873
charlotte,2022,-0.7607166767120361,-0.3633284866809845,-0.05879458785057068,0.1295813024044037,-0.33161479234695435,0.14753523468971252,0.27168411016464233,-0.6656410098075867,0.2655062973499298,0.35362014174461365,-0.345395565032959,-0.021356992423534393,-0.07113372534513474,0.15012389421463013,-0.0635359138250351,-0.27664434909820557
charlotte,2023,-1.1589648723602295,-0.46292397379875183,-0.0803866907954216,0.1908193677663803,-0.3299722969532013,0.18707537651062012,0.3585796356201172,-1.1645427942276,0.2782294452190399,0.4918157160282135,-0.6401379704475403,-0.011172977276146412,-0.1430147886276245,0.48660242557525635,0.060692332684993744,-0.2053111493587494
chicago,2013,-0.7072615623474121,-0.177519753575325,0.21020430326461792,-0.06631355732679367,-0.35918593406677246,0.3035522401332855,0.21517270803451538,-0.9152320027351379,0.17620036005973816,0.6813416481018066,-0.4094473719596863,-0.2391505241394043,-0.373584121465683,0.25744664669036865,0.03412385284900665,-0.11211095005273819
chicago,2014,-0.5433683395385742,-0.14245553314685822,0.35529854893684387,-0.17039543390274048,-0.4509134292602539,0.41693446040153503,0.25238314270973206,-0.7985133528709412,0.22532367706298828,0.8415840864181519,-0.3265121579170227,-0.3879738748073578,-0.4826911687850952,0.0841125026345253,-0.11123557388782501,-0.17490002512931824
chicago,2015,-1.245603084564209,0.4723605215549469,1.0323703289031982,-0.7118279933929443,-0.40120425820350647,0.826773464679718,0.3532768189907074,-2.5226247310638428,0.05043649300932884,1.9292001724243164,-1.1217715740203857,-0.8822776079177856,-1.5881304740905762,1.65915048122406,0.4650269150733948,0.7217045426368713
chicago,2016,-0.5405345559120178,-0.17437249422073364,0.36324870586395264,-0.16546496748924255,-0.4892888069152832,0.43477416038513184,0.2763735353946686,-0.7674009203910828,0.2803933918476105,0.8605301380157471,-0.3054717779159546,-0.40809962153434753,-0.4793761074542999,0.01864638179540634,-0.17470411956310272,-0.23886682093143463
chicago,2017,-0.44135522842407227,-0.15466879308223724,0.15314579010009766,-0.0634038969874382,-0.34750261902809143,0.23799875378608704,0.14961658418178558,-0.5163002014160156,0.18424773216247559,0.5091841220855713,-0.1811893731355667,-0.20788489282131195,-0.2486349493265152,-0.007650338113307953,-0.07746100425720215,-0.2149684578180313
chicago,2018,-1.016162395477295,-0.30572792887687683,0.1720530092716217,0.0065792277455329895,-0.42471787333488464,0.34652823209762573,0.3144547939300537,-1.2191842794418335,0.2817741632461548,0.7927836179733276,-0.5882555842399597,-0.2447376400232315,-0.4055229723453522,0.4100440740585327,0.014660254120826721,-0.17295455932617188
chicago,2019,-0.2877715826034546,0.06637509167194366,0.24813097715377808,-0.19264915585517883,-0.2315991222858429,0.26747700572013855,0.08557022362947464,-0.4907776713371277,0.04053419083356857,0.5552062392234802,-0.13996507227420807,-0.25254881381988525,-0.39824166893959045,0.1491527557373047,0.08006691932678223,0.026543475687503815
chicago,2020,-0.28494909405708313,0.009706567972898483,0.31057941913604736,-0.21910253167152405,-0.27934083342552185,0.29350745677948,0.10240001231431961,-0.450678288936615,0.07989522814750671,0.6330662965774536,-0.13114182651042938,-0.2838754653930664,-0.3821113109588623,0.017673201858997345,0.0037497878074645996,-0.05605756863951683
chicago,2021,-0.823302686214447,-0.3278321623802185,0.1818540394306183,-0.018800921738147736,-0.5357286334037781,0.3781258165836334,0.32962191104888916,-0.9390962719917297,0.35084018111228943,0.7669676542282104,-0.4434518814086914,-0.3077976703643799,-0.3497063219547272,0.13481378555297852,-0.16723449528217316,-0.3212030827999115
chicago,2022,-0.2761257290840149,-0.03474650904536247,0.20244020223617554,-0.12704405188560486,-0.293814480304718,0.25004449486732483,0.0718185231089592,-0.3819052577018738,0.1025564968585968,0.5135443806648254,-0.091282919049263,-0.24936409294605255,-0.2991275191307068,-0.03761006146669388,-0.03665710240602493,-0.15644752979278564
chicago,2023,-0.20073194801807404,-0.01165292039513588,0.16949942708015442,-0.12052959948778152,-0.26502078771591187,0.22622153162956238,0.05634342506527901,-0.2959080934524536,0.09776656329631805,0.43664613366127014,-0.043729111552238464,-0.2164476215839386,-0.26607611775398254,-0.0621793270111084,-0.0260905921459198,-0.1298792064189911
